,name (zolpidem),similarity (zolpidem),name (eszopiclone),similarity (eszopiclone),name (zaleplon),similarity (zaleplon),name (trazodone),similarity (trazodone),name (amitriptyline),similarity (amitriptyline),name (mirtazapine),similarity (mirtazapine),name (doxepin),similarity (doxepin),name (lorazepam),similarity (lorazepam),name (clonazepam),similarity (clonazepam),name (temazepam),similarity (temazepam),name (triazolam),similarity (triazolam),name (melatonin),similarity (melatonin),name (atorvastatin),similarity (atorvastatin)
62,fosazepam,0.8095937371253967,clonazepam,0.7757011651992798,clorazepate,0.7771009206771851,amitriptyline/nortriptyline,0.8310400247573853,nortriptylline,0.8537960052490234,-quetiapine,0.855055570602417,desipramine/imipramine,0.8082456588745117,meclonazepam,0.807006299495697,lormetazepam,0.8324602842330933,halazepam,0.8441708087921143,zaleplon,0.8178119659423828,melatonin/5-methoxytryptophol,0.8175061941146851,simvastatin/fenofibrate,0.8988410830497742
63,paroxetine-alprazolam,0.809554398059845,-aripiprazole,0.7756600975990295,bentazepam,0.7770075798034668,olanazapine,0.8308627605438232,amitriptyline-evoked,0.8535956144332886,citalopram40mg,0.8547525405883789,clomipramine,0.8080626130104065,bromazepam,0.8065294623374939,*alprazolam,0.8321157693862915,metaclazepam,0.8433483839035034,conazepam,0.8178055286407471,melatonin-fed,0.8164092898368835,pravastatin/niacin,0.8983768224716187
64,bromazepam,0.8092805743217468,clonazolam,0.7752774357795715,benzodiazepines/z-hypnotics,0.7762362957000732,trazodon,0.8301388025283813,doxepine,0.8510584831237793,clonazapine,0.8538500070571899,zepine,0.8074769377708435,-clonazepam,0.8065244555473328,mirtazepine,0.8317065238952637,flutoprazepam,0.8426271677017212,mexazolam,0.8176382780075073,6-oxymelatonin,0.8162986040115356,rosuvastatin/ezetimibe,0.8973874449729919
65,paroxetine-diazepam,0.809033215045929,vortioxetine,0.7750852704048157,modafinil,0.7756973505020142,olazapine,0.8300345540046692,amoxapine,0.8500344753265381,-aripiprazole,0.8529314994812012,haloperidol/levomepromazine,0.8073815107345581,midazolam-diphenhydramine,0.8061844110488892,medazepam,0.8313639760017395,nitrazepam/flunitrazepam,0.8418801426887512,diclazepam,0.8163256049156189,melatoninyl,0.8162428736686707,rosuvastatine,0.8957849740982056
66,eszopiclone's,0.8084777593612671,mirtazapine,0.7750539779663086,clobazam,0.7756509780883789,quietiapine,0.8283143043518066,chlorimipramin,0.8497977256774902,*trazodone,0.8525627851486206,*hydroxyzine,0.8068950772285461,flurazepam,0.8058897256851196,diazepam/bromazepam,0.8305948972702026,nazolam,0.8415877223014832,fonazepam,0.8161444664001465,cortisol/melatonin,0.8159630298614502,mg/simvastatin,0.8956770896911621
67,clorazepate,0.8081209659576416,meclonazepam,0.7745977640151978,ramelteon,0.7754471302032471,butriptyline,0.8277868628501892,sertralin,0.8490151762962341,vanlafaxine,0.852471113204956,norpramin,0.8067781329154968,zolpidem5mg,0.8054466843605042,zonisamide,0.8304629325866699,clonazepam,0.8412313461303711,temazepam's,0.8160175085067749,6-cl-melatonin,0.8147856593132019,fenofibrate/simvastatin,0.8948975801467896
68,lorazepam,0.807905375957489,r-duloxetine,0.7740455269813538,nitrazepam,0.774693489074707,-venlafaxine,0.8277838230133057,amitriptyline/desmopressin,0.8487375974655151,escitalopram,0.8517484664916992,oxaprotiline,0.8065566420555115,medazepam,0.8045752048492432,mertazapine,0.8302953243255615,zolpidem,0.8412097096443176,premazepam,0.8158235549926758,bromomelatonin,0.8138186931610107,amlodipine-atorvastatin,0.892861008644104
69,zaleplone,0.8072932362556458,l-modafinil,0.7736674547195435,fosazepam,0.7738573551177979,nortriptylline,0.8277394771575928,mianserin,0.8468445539474487,prozac/fluoxetine,0.8517293930053711,*mirtazapine,0.8064932823181152,chlorazepate,0.8041462898254395,-levetiracetam,0.8299560546875,triazolam,0.8411834836006165,prazepam,0.8152703046798706,melatonin-opioid,0.8125961422920227,atorvastatin/metformin,0.8924636840820312
70,lopirazepame,0.8064038753509521,arpiprazole,0.7732698917388916,fenazepam,0.7733261585235596,amitryptiline,0.827319860458374,moclobemide-clomipramine,0.8467644453048706,ecitalopram,0.8513059616088867,lofepramine,0.8062797784805298,conazepam,0.8041279315948486,oxcarbizine,0.8297703862190247,meclonazepam,0.8396556973457336,fenazepam,0.8146908283233643,melatonin-driven,0.8091009855270386,rozuvastatin,0.8921671509742737
71,nitrazepam,0.8053949475288391,-modafinil,0.7731112837791443,-brotizolam,0.7732688784599304,citalopram/,0.8266424536705017,melipramine,0.8462158441543579,olanazapine,0.8512740135192871,paroxetine,0.8058509230613708,chlordiazepam,0.8019728064537048,flumazepil,0.8291140794754028,postlorazepam,0.8391518592834473,zopiclone's,0.8139910101890564,light-melatonin,0.808732271194458,hi-simvastatin,0.8918039798736572
72,bentazepam,0.8049107789993286,norprazepam,0.7731043100357056,benzodiazepines/z-drugs,0.7729807496070862,doxepine,0.8263043761253357,anti-nortriptyline,0.8459745645523071,denzapine,0.8507418632507324,mepiramine,0.8057565689086914,lorazepan/dilodid,0.8019474148750305,bromazepam,0.828842043876648,diclazepam,0.8388762474060059,diazepam,0.8136301040649414,melatonin-suppression,0.8082571625709534,aotrvastatin,0.8915995359420776
73,temazepam's,0.8046436309814453,pregabalin/tolterodine,0.7726682424545288,diazepam/bromazepam,0.7729578018188477,paroxetine-diazepam,0.8239983916282654,amitriptyline-infused,0.8451738357543945,duloxetine,0.8492903113365173,fenpipramide,0.8056214451789856,fenazepam,0.8002979755401611,clobazam,0.8284447193145752,chlonazepam,0.8380786776542664,climazolam,0.8131234049797058,melatonin-augmented,0.8062395453453064,abt-335+rosuvastatin,0.8911073803901672
74,delorazepam,0.8036550283432007,aripiprazole,0.7723740339279175,*clonazepam,0.772820234298706,metiapine,0.8239872455596924,protriptylin,0.8446862697601318,venlafaxine/desvenlafaxine,0.848892092704773,quifenadine,0.8053426146507263,diazepam/tramadol,0.8001205921173096,nitrazepam,0.8284198045730591,dizepam,0.8380296230316162,lorazepam-diazepam,0.8131170272827148,melatonin-enhanced,0.8045163154602051,atorvastin,0.8909763693809509
75,lorazepam's,0.8033924698829651,dexpramipexole,0.7719868421554565,oh-nefazodone,0.7723120450973511,-amitriptyline,0.8237625360488892,oxaprotiline,0.8443246483802795,5.citalopram,0.8483985662460327,fluvoxamine,0.8052911758422852,aprazolam,0.7971006631851196,nozepam,0.8281984925270081,*diazepam,0.8365582227706909,nitrazepame,0.8130189180374146,melatonin-modulated,0.804355263710022,simvastatin/enalapril,0.8878566026687622
76,*diazepam,0.8031357526779175,oxcabazepine,0.7718210220336914,n-desalkylflurazepam,0.7714630365371704,imipramine,0.8234821557998657,mirtazapine,0.8438287377357483,mitrazapine,0.8476292490959167,desipramine,0.8049805164337158,fentanyl+diazepam,0.7968823909759521,oxazepam,0.8276731371879578,ripazepam,0.8364248275756836,midozolam,0.8121333122253418,dihydromelatonin,0.8029494285583496,non-simvastatin,0.8872750997543335
77,pentazepam,0.8025400042533875,ariprazole,0.7716104984283447,-zolpidem,0.769760012626648,cyclobenzaprine,0.8228222131729126,mertazapine,0.8430801630020142,'citalopram,0.8462415337562561,amitriptyline/day,0.8043181896209717,nimetazepam,0.7958946824073792,divalproex-lamotrigine,0.826330304145813,-alprazolam,0.8315194845199585,elfazepam,0.8114892244338989,melatonin-suppressing,0.7999231815338135,atoravastatin,0.8869625329971313
78,flunitrazepam,0.802535891532898,mirtazepine,0.7712347507476807,temazepam's,0.7695795297622681,cia+quetiapine,0.8227747082710266,amipramizide,0.8429986238479614,buspirone,0.8462319374084473,mertazapine,0.8039345145225525,lormetazepam,0.7958884239196777,'oxcarbazepine,0.8261364698410034,fludiazepam,0.8310987949371338,nordazepam,0.8105954527854919,melatonin-related,0.7995785474777222,fenofibrate/pravastatin,0.8851879239082336
79,lorazepam/haloperidol,0.8019840717315674,cariprazine,0.7709180116653442,micazolam,0.7695733904838562,mitazapine,0.8224350214004517,lopramine,0.8428412675857544,nefazodone,0.8453515768051147,diphenhydramine25-50mg,0.8038634061813354,doxefazepam,0.7947168946266174,bentazepam,0.8251681923866272,nozepam,0.8305268287658691,*lorazepam,0.8100873231887817,7-azamelatonin,0.798346996307373,e3/pravastatin,0.88409423828125
80,flumazepil,0.8019174337387085,loprazolam,0.7704578042030334,alprazolam-xr,0.768934965133667,chlordiazepoxide-amitriptyline,0.821852445602417,citalopram,0.8419448137283325,-risperidone,0.845289945602417,protriptyline,0.8037248849868774,diphenhydramine25-50mg,0.7944042086601257,-temazepam,0.8250973224639893,cinazepam,0.830079972743988,larazepam,0.8095066547393799,melatonin-like,0.7946234941482544,simvastatin40mg/d,0.882712721824646
81,prazepam,0.8014366626739502,milnacipran,0.7700884938240051,s-lorazepam,0.7688363194465637,risperidone-quetiapine,0.8215459585189819,carpipramine,0.8417536020278931,olanzapine/risperidone,0.8440818190574646,amitriptytine,0.8033682703971863,tamazepam,0.7943481802940369,chlordiazepoxide-amitriptyline,0.8247950077056885,zopiclone/zolpidem,0.8296336531639099,chlordiazepoxide,0.8088018894195557,serum-melatonin,0.7935541272163391,simvastatin20mg,0.8822623491287231
82,chlonazepam,0.8010698556900024,modafinil-,0.7699569463729858,oxazepam,0.7685182094573975,klonazepam,0.8214014768600464,clomipramin,0.8410181999206543,metoprolol-paroxetine/fluoxetine,0.8439099788665771,10-oh-nortriptyline,0.8028410077095032,s-temazepam,0.7912156581878662,amytriptyline,0.8243508338928223,r-oxazepam,0.8261221647262573,sulazepam,0.8084554672241211,melatonin-dopamine,0.7932061553001404,pitavastatin,0.8821525573730469
83,tramadol-gabapentin,0.7998682260513306,tasimelteon,0.7697142362594604,s-temazepam,0.7683885097503662,zolpidem,0.8212583065032959,clomipramine-fluoxetine,0.8396278023719788,amitriptyline,0.8438287377357483,cianopramine,0.80251145362854,clonzepam,0.7907241582870483,-lamotrigine,0.8242475986480713,lorzepam,0.8249214887619019,s-temazepam,0.8080530762672424,3h-melatonin,0.7922829389572144,pravastatine,0.8813225626945496
84,diazepam,0.7997647523880005,pramipexol,0.769696831703186,haloxazolam,0.7681593894958496,flumezapine,0.8207048177719116,*paroxetine,0.8394961357116699,pre-olanzapine,0.8436442613601685,amitryptylline,0.8023673295974731,nozepam,0.7887053489685059,flurazepame,0.8236653804779053,lorazepam1mg,0.8247171640396118,medazepam,0.8080373406410217,melatonergic,0.7910758256912231,pavastatin,0.8812583684921265
85,estazolam,0.7997550368309021,enpiprazole,0.7691819667816162,*lorazepam,0.767680287361145,nortriptyline's,0.8206689357757568,rrazodone,0.8394573926925659,citalopram-,0.8436365127563477,alprazolam,0.80228590965271,clonazepam's,0.7882530093193054,zolpidem5mg,0.823218584060669,-clonazepam,0.8241679668426514,paroxetine-alprazolam,0.8076417446136475,chloromelatonin,0.7903624773025513,ezetimibe/simvastatin,0.8812265396118164
86,s-zopiclone,0.799399733543396,r-venlafaxine,0.7691185474395752,temazepan,0.767497718334198,*lorazepam,0.8202108144760132,digipramine,0.8385860919952393,6.sertraline,0.8434913158416748,nortryptyline,0.8019781112670898,clazepam,0.7872768640518188,alprazolam8,0.8221597671508789,clozepam,0.8228797316551208,haloxazolam,0.8072693347930908,melatonin/cortisol,0.7886656522750854,rosuvastatin/fenofibric,0.8811957836151123
87,*trazodone,0.7989540100097656,fosazepam,0.7689565420150757,gidazepam,0.7672553062438965,paroxetin,0.8200747966766357,amitriptylene,0.8374736309051514,quetiapinexr,0.8433606624603271,esmirtazapine,0.8015960454940796,diazepam-droperidol,0.783961832523346,doxefazepam,0.8214095830917358,-zopiclone,0.8226813077926636,norprazepam,0.8069344758987427,melatonin-generating,0.7883660793304443,telmisartan/rosuvastatin,0.8810344934463501
88,sertraline/clonazepam,0.7987880706787109,lopirazepam,0.7680935263633728,abecarnil,0.7672085762023926,amitriptyline's,0.8194254040718079,clomipramide,0.8371576070785522,clozapine-fluvoxamine,0.8432705402374268,mianserin,0.8007171154022217,diphenhydramine-acetaminophen,0.7828948497772217,*zolpidem,0.8209251761436462,flurazepame,0.8222969174385071,fludiazepam,0.8055198192596436,melatonin-dependent,0.787625789642334,niacin/simvastatin,0.879915714263916
89,clazepam,0.7982504367828369,placebo+risperidone,0.768043577671051,nonbenzodiazepine,0.7664346098899841,r-venlafaxine,0.8193046450614929,esmirtazapine,0.8359863758087158,nortriptyline,0.8426750898361206,levomepromazine,0.8006114959716797,*zolpidem,0.7828601002693176,oxcabazepine,0.8206179141998291,lorazepam.,0.8208705186843872,quazepam's,0.8054118156433105,melatonin-filled,0.7874549627304077,metoprolol/atorvastatin,0.8790799379348755
90,benzodiazepam,0.7979709506034851,brotizolam,0.7680370211601257,desalkylgidazepam,0.7662863731384277,diphenhydramine25-50mg,0.8189042806625366,venlafaxine-mirtazapine,0.8358280658721924,alprazolam,0.8424757122993469,metiapine,0.8004510998725891,nordiazepam,0.7826284170150757,gabapentin,0.8201072216033936,pinazepam,0.8207277059555054,d-zopiclone,0.8050758838653564,melatonin-signaling,0.7857328653335571,itavastatin,0.8787133693695068
91,aprazolam,0.7979581356048584,temazepan,0.767795979976654,clonazepam,0.7662650346755981,5.citalopram,0.8187534809112549,2-oh-desipramine/desipramine,0.8357315063476562,flumezapine,0.8409481048583984,o/n-trazodone,0.7999106645584106,nitrazepam,0.7818174958229065,amitriptyline/haloperidol,0.8190913200378418,nitrazepame,0.8194619417190552,n-desalkylflurazepam,0.805049479007721,melatonin-produced,0.7854450941085815,hrt+simvastatin,0.8784624338150024
92,lorazepa,0.7978670001029968,agomelatine,0.7677755951881409,bezodiazepine,0.7661280035972595,*fluoxetine,0.8181490898132324,tianeptine,0.8356627821922302,amitriptyline/haloperidol,0.8403010368347168,*clonazepam,0.7996337413787842,gidazepam,0.781723141670227,carbamazepine,0.8190546035766602,clonazolam,0.819194495677948,cloniprazepam,0.8044002056121826,melatonin-treatment,0.7853661775588989,besylate/atorvastatin,0.8783086538314819
93,lorazepam-,0.797344982624054,'aripiprazole,0.76750648021698,doxefazepam,0.7661242485046387,mirtazapine's,0.81814044713974,flueoxetine,0.8353706002235413,non-olanzapine,0.8402198553085327,etodroxizine,0.7994268536567688,norprazepam,0.7814236879348755,clonazepam-trial,0.8190516233444214,diazepam/tramadol,0.8185553550720215,diazepame,0.8035714626312256,dopamine-melatonin,0.7842730283737183,sah+simvastatin,0.8778643012046814
94,norprazepam,0.7968770265579224,aripriprazole,0.7667067646980286,meclonazepam,0.7657965421676636,meclonazepam,0.8180369138717651,-desipramine,0.8344696164131165,venlafaxine-xr,0.8401825428009033,mepiprazol,0.7991229295730591,trazodone,0.7812563180923462,tiagabine,0.818598747253418,clonazepame,0.8178626894950867,pinazepam,0.8027163743972778,melatonin-specific,0.7839694023132324,simvastatin/d,0.8776537775993347
95,lorazepam1mg,0.7961928844451904,n-desalkylquetiapine/quetiapine,0.7666334509849548,clorazepam,0.7656189799308777,clomipramine,0.8178994059562683,haloperidol/levomepromazine,0.8339476585388184,amitriptyline+nortriptyline,0.8398462533950806,flumezapine,0.7991071939468384,*midazolam,0.7812539339065552,chlorazepate,0.8178354501724243,mexazolam,0.8158278465270996,oxazepam's,0.8024891018867493,anti-melatonin,0.7838185429573059,fluvastatin-niacin,0.8766051530838013
96,etizolam,0.7958808541297913,midozolam,0.7665821313858032,suvorexant,0.7653963565826416,trimipramine,0.8178707361221313,norclomipramine,0.8334418535232544,clomipramine,0.8396350741386414,sonepiprazole,0.7987931370735168,ondansetrol,0.7807599306106567,zopiclone/zolpidem,0.8177630305290222,lorazepam's,0.8156458139419556,triazolam-placebo,0.8023433685302734,sulphatoxymelatonin,0.7836707830429077,fluvastatin/fenofibrate,0.8757231831550598
97,miazolam,0.7954850196838379,miazolam,0.7665262818336487,ho-nefazodone,0.765361487865448,sertraline's,0.8176450729370117,sertraline/clonazepam,0.8334041833877563,metiapine,0.8393755555152893,carpipramine,0.7985527515411377,/diazepam,0.7807527780532837,7.gabapentin,0.8172738552093506,alprazolam8,0.8155601024627686,*zolpidem,0.8020581007003784,melatonin/dopamine,0.7790741920471191,ezetimibe+fenofibrate,0.8756757974624634
98,oxcabazepine,0.7952934503555298,femoxetine,0.7659451961517334,lorazepam-diazepam,0.7652668952941895,amitriptylin,0.8175353407859802,moclobemide,0.8328502178192139,sonepiprazole,0.8391891717910767,imipramine+desipramine,0.7981699705123901,hydazepam,0.7801004648208618,norprazepam,0.8171435594558716,bromazepam.,0.8155529499053955,desalkylflurazepam,0.8018609881401062,melatonin-mediated,0.7775993347167969,amlodipine/atorvastatin,0.8749706745147705
99,d-zopiclone,0.794765055179596,vilazodone-tacrine,0.7659027576446533,prnlorazepam,0.7648323178291321,cyclobenzapine,0.8171586394309998,alprazolam/escitalopram,0.8317890763282776,venlafaxine's,0.8391081094741821,-mirtazapine,0.7981643676757812,zopiclone/zolpidem,0.779829740524292,*trazodone,0.8170639276504517,lopirazepame,0.8149734735488892,flunitrazepam/clonidine,0.8014425039291382,melatonin-pyridoxine,0.7769108414649963,'simvastatin,0.8735055923461914
100,fenazepam,0.7942454814910889,sertraline/clonazepam,0.7655178308486938,cinazepam,0.7640646696090698,amitryptylline,0.816921591758728,amitriptyrine,0.8315255045890808,atomoxetine-buspirone,0.8390164971351624,mitazapine,0.7979249358177185,sulazepam,0.7791712880134583,clonzepam,0.8170245289802551,micazolam,0.8144028186798096,gidazepam,0.8014332056045532,melatonin-evoked,0.7762631773948669,simvastatin-ha,0.8732746839523315
101,nonbenzodiazepine,0.793947160243988,traizolam,0.7652902603149414,mexazolam,0.76395183801651,oh-nefazodone,0.8167957067489624,amitripytyline,0.8312961459159851,'aripiprazole,0.838751494884491,2-oh-desipramine/desipramine,0.7977673411369324,chlordiazepoxide-amitriptyline,0.7785273194313049,mirtazapine,0.816881000995636,desalkylprazepam,0.8140028119087219,chlordiazepoxide-amitriptyline,0.8013644814491272,melatonin-administered,0.7753764986991882,atorvastastin,0.8732447624206543
102,alprazolam-xr,0.7932592630386353,alprazolam-,0.765160322189331,adinazolam,0.76343834400177,scitalopram,0.8163039684295654,milnacipram,0.8310893774032593,ziprasidone,0.8384308815002441,amitriptiline,0.7977467775344849,roxycodone,0.7785122394561768,oxcarbazepin,0.816563069820404,post-lorazepam,0.8123698234558105,oxymorphone-diazepam,0.8002371191978455,melatonin-infused,0.77528977394104,simvastatin-,0.873175859451294
103,alprazolam-,0.793037474155426,iloperidone,0.7650580406188965,clonazepame,0.7633636593818665,fluoxetine,0.8161160349845886,paroxetine-diazepam,0.8306097984313965,amitriptyline/nortriptyline,0.8384130597114563,-orphenadrine,0.7976411581039429,lorapzepam,0.7782905101776123,chlordiazepam,0.8161492347717285,chlordiazepam,0.812086820602417,cinazepam,0.8001977205276489,photoperiod-melatonin-induced,0.7746528387069702,rosuvastatin's,0.8729918003082275
